Line Number,Text,Season,Episode,Episode Name
171,"Come on, I just",6,20,The Blue Comet
172,finished my bialy.,6,20,The Blue Comet
173,Take it.,6,20,The Blue Comet
174,"Burt Gervasi, he's gone.",6,20,The Blue Comet
175,What happened?,6,20,The Blue Comet
176,I didn't want to overload you,6,20,The Blue Comet
177,with A.J. in the hospital.,6,20,The Blue Comet
178,I don't wanna,6,20,The Blue Comet
179,hear that. Go.,6,20,The Blue Comet
180,Burt let me know,6,20,The Blue Comet
181,the other night,6,20,The Blue Comet
182,he's been playing both,6,20,The Blue Comet
183,sides of the fence with New York.,6,20,The Blue Comet
184,Burt?,6,20,The Blue Comet
185,Measures were taken.,6,20,The Blue Comet
186,Burt wasn't speaking,6,20,The Blue Comet
187,for just himself.,6,20,The Blue Comet
188,Guys are getting squeezed hard,6,20,The Blue Comet
189,to sway them towards,6,20,The Blue Comet
190,new management.,6,20,The Blue Comet
191,They thought you'd,6,20,The Blue Comet
192,be a part of it.,6,20,The Blue Comet
193,And he got an answer.,6,20,The Blue Comet
194,My hope is maybe now,6,20,The Blue Comet
195,Phil gets the message.,6,20,The Blue Comet
196,"You know,",6,20,The Blue Comet
197,we can talk this shit through.,6,20,The Blue Comet
198,Talk?,6,20,The Blue Comet
199,Talking about Phil.,6,20,The Blue Comet
200,We're gonna hit first.,6,20,The Blue Comet
201,And this all dovetails with other,6,20,The Blue Comet
202,information I got that this cocksucker,6,20,The Blue Comet
203,already has a target,6,20,The Blue Comet
204,on my back.,6,20,The Blue Comet
205,It's a big move.,6,20,The Blue Comet
206,So...,6,20,The Blue Comet
207,Buddha.,6,20,The Blue Comet
208,When he stuck you,6,20,The Blue Comet
209,"with the tab for Vito Jr.,",6,20,The Blue Comet
210,I said let it go.,6,20,The Blue Comet
211,"Obviously, truth is,",6,20,The Blue Comet
212,"a fuck like Phil,",6,20,The Blue Comet
213,appeasement don't work.,6,20,The Blue Comet
214,"Oh, yeah.",6,20,The Blue Comet
215,Three pops,6,20,The Blue Comet
216,"within a tight time frame,",6,20,The Blue Comet
217,"24 hours, so there's no chance",6,20,The Blue Comet
218,for them to hit back.,6,20,The Blue Comet
219,Top three guys.,6,20,The Blue Comet
220,Paulie Gaultieri?,6,20,The Blue Comet
221,"No, management.",6,20,The Blue Comet
222,"Tony Soprano, obviously,",6,20,The Blue Comet
223,Plus Silvio Dante,6,20,The Blue Comet
224,and we think Bobby Baccalieri.,6,20,The Blue Comet
225,That mortadella's number three?,6,20,The Blue Comet
226,He used to be,6,20,The Blue Comet
227,Junior Soprano's driver.,6,20,The Blue Comet
228,And you used to sell laser printers,6,20,The Blue Comet
229,out the back of your Crown Vic.,6,20,The Blue Comet
230,You really slept.,6,20,The Blue Comet
231,Yeah.,6,20,The Blue Comet
232,I wasn't asleep.,6,20,The Blue Comet
233,You want some oatmeal?,6,20,The Blue Comet
234,I'll make some.,6,20,The Blue Comet
235,You want instant or the real thing?,6,20,The Blue Comet
236,I have half and half.,6,20,The Blue Comet
237,I can't find my belt.,6,20,The Blue Comet
238,It must be up there somewhere.,6,20,The Blue Comet
239,What?,6,20,The Blue Comet
240,You hid it.,6,20,The Blue Comet
241,I'll make the real thing.,6,20,The Blue Comet
242,You'll let me know when it's ready?,6,20,The Blue Comet
243,Sure.,6,20,The Blue Comet
244,"You know,",6,20,The Blue Comet
245,my game has got...,6,20,The Blue Comet
246,Code six.,6,20,The Blue Comet
247,I have a casualty. He's urgent.,6,20,The Blue Comet
248,"In response,",6,20,The Blue Comet
249,the insurgents unleash,6,20,The Blue Comet
250,a devastating wave,6,20,The Blue Comet
251,of IEDs,6,20,The Blue Comet
252,and suicide bombers.,6,20,The Blue Comet
253,Who got hit?,6,20,The Blue Comet
254,You got contact with them?,6,20,The Blue Comet
255,On a small but deadly road...,6,20,The Blue Comet
256,Who's that gunner right there?,6,20,The Blue Comet
257,Anthony.,6,20,The Blue Comet
258,Regarding our friend,6,20,The Blue Comet
259,with the gray hair...,6,20,The Blue Comet
260,I thought about it.,6,20,The Blue Comet
261,"I want you to call ltaly,",6,20,The Blue Comet
262,get some cousins of ours over.,6,20,The Blue Comet
263,Who you want to run the thing?,6,20,The Blue Comet
264,Got it.,6,20,The Blue Comet
265,Gotta get some tires,6,20,The Blue Comet
266,for Carmela's car.,6,20,The Blue Comet
267,The wine's amazing.,6,20,The Blue Comet
268,Jennifer's our resident,6,20,The Blue Comet
269,Italian wine expert.,6,20,The Blue Comet
270,"Is Megan still in Prague,",6,20,The Blue Comet
271,Stace?,6,20,The Blue Comet
272,"Jesus, her love life. The girl she was",6,20,The Blue Comet
273,"involved with, Cecily,",6,20,The Blue Comet
274,she's now having a torrid,6,20,The Blue Comet
275,pen-and-paper relationship,6,20,The Blue Comet
276,with an armed robber in Attica.,6,20,The Blue Comet
277,What is this fascination,6,20,The Blue Comet
278,with criminals?,6,20,The Blue Comet
279,Rescue fantasy.,6,20,The Blue Comet
280,They think they can fix them.,6,20,The Blue Comet
281,I'm worried for Cecily.,6,20,The Blue Comet
282,So l Googled any new stuff,6,20,The Blue Comet
283,on sociopathic personalities.,6,20,The Blue Comet
284,"Apparently, the talking cure",6,20,The Blue Comet
285,actually helps them,6,20,The Blue Comet
286,become better criminals.,6,20,The Blue Comet
287,It was fascinating.,6,20,The Blue Comet
288,The study was,6,20,The Blue Comet
289,by Yochelson and Samenow.,6,20,The Blue Comet
290,Studies turn around,6,20,The Blue Comet
291,every few years.,6,20,The Blue Comet
292,"This other, I think it was",6,20,The Blue Comet
293,"Robert Hare,",6,20,The Blue Comet
294,suggested that sociopaths,6,20,The Blue Comet
295,actually quite glibly,6,20,The Blue Comet
296,"engage on key issues,",6,20,The Blue Comet
297,"like mother, family.",6,20,The Blue Comet
298,I seem to remember that,6,20,The Blue Comet
299,from residency.,6,20,The Blue Comet
300,"Me too, and l've read Hare,",6,20,The Blue Comet
301,but who's a true sociopath?,6,20,The Blue Comet
302,I had a guy,6,20,The Blue Comet
303,"at the state asylum,",6,20,The Blue Comet
304,slow poisoner.,6,20,The Blue Comet
305,They even mimic empathy.,6,20,The Blue Comet
306,They blubber and cry.,6,20,The Blue Comet
307,Did you put her up to this?,6,20,The Blue Comet
308,She just happened,6,20,The Blue Comet
309,to mention this study?,6,20,The Blue Comet
310,Who? Me?,6,20,The Blue Comet
311,Everything okay down there?,6,20,The Blue Comet
312,I don't know.,6,20,The Blue Comet
313,It's a study.,6,20,The Blue Comet
314,Food for thought.,6,20,The Blue Comet
315,She's blowing us off.,6,20,The Blue Comet
316,You just can't resist,6,20,The Blue Comet
317,rubbing my face in it.,6,20,The Blue Comet
318,I feel like,6,20,The Blue Comet
319,we should change the subject.,6,20,The Blue Comet
320,I only suggested you,6,20,The Blue Comet
321,reevaluate your work,6,20,The Blue Comet
322,with Leadbelly,6,20,The Blue Comet
323,or be prepared to deal with moral,6,20,The Blue Comet
324,and possibly,6,20,The Blue Comet
325,legal consequences.,6,20,The Blue Comet
326,Leadbelly?,6,20,The Blue Comet
327,Who's that? Come on.,6,20,The Blue Comet
328,The answer is,6,20,The Blue Comet
329,a female opera singer,6,20,The Blue Comet
330,and gangster...,6,20,The Blue Comet
331,Elliot!,6,20,The Blue Comet
332,Soprano.,6,20,The Blue Comet
333,Tony Soprano? He's your patient?,6,20,The Blue Comet
334,Wow.,6,20,The Blue Comet
335,That's pretty cool.,6,20,The Blue Comet
336,"Jesus Christ, Elliot.",6,20,The Blue Comet
337,Chill out.,6,20,The Blue Comet
338,We're among friends.,6,20,The Blue Comet
339,We're all professionals.,6,20,The Blue Comet
340,So what's your verdict,6,20,The Blue Comet
341,"on the wine, Jen?",6,20,The Blue Comet
342,All Italians have big noses.,6,20,The Blue Comet
343,If l had made that joke,6,20,The Blue Comet
344,about other groups,6,20,The Blue Comet
345,"represented at this table,",6,20,The Blue Comet
346,I would be called a bigot.,6,20,The Blue Comet
347,I meant ltalian reds.,6,20,The Blue Comet
348,"Still, it must be",6,20,The Blue Comet
349,fascinating work.,6,20,The Blue Comet
350,It is.,6,20,The Blue Comet
351,Have a seat.,6,20,The Blue Comet
352,What's up?,6,20,The Blue Comet
353,Phil Leotardo.,6,20,The Blue Comet
354,Calls were made to zips.,6,20,The Blue Comet
355,They're coming over from Naples.,6,20,The Blue Comet
356,You contact the guy,6,20,The Blue Comet
357,to contact the guys.,6,20,The Blue Comet
358,Phil's at his goomar's,6,20,The Blue Comet
359,every Friday night.,6,20,The Blue Comet
360,T know about this?,6,20,The Blue Comet
361,What?,6,20,The Blue Comet
362,What kind of question is that?,6,20,The Blue Comet
363,Watch your fat fucking mouth.,6,20,The Blue Comet
364,"Hey, whoa whoa whoa whoa.",6,20,The Blue Comet
365,What are you concerned about?,6,20,The Blue Comet
366,I lived through the '70s,6,20,The Blue Comet
367,by the skin of my nuts,6,20,The Blue Comet
368,when the Columbos,6,20,The Blue Comet
369,were going at it.,6,20,The Blue Comet
370,There ain't a bigger cocksucker,6,20,The Blue Comet
371,than Phil Leotardo.,6,20,The Blue Comet
372,I just wanna make sure,6,20,The Blue Comet
373,somebody knows,6,20,The Blue Comet
374,There could be a line,6,20,The Blue Comet
375,of Cozarellis a mile long.,6,20,The Blue Comet
376,Duly noted. So there's,6,20,The Blue Comet
377,no problem then.,6,20,The Blue Comet
378,Don't worry about them.,6,20,The Blue Comet
379,"Paulie, those guys are outside.",6,20,The Blue Comet
380,Fuck you talking so loud for?,6,20,The Blue Comet
381,Don't discuss this,6,20,The Blue Comet
382,until we're in the piscia dun.,6,20,The Blue Comet
383,It's all yours.,6,20,The Blue Comet
384,I just picked 'em up,6,20,The Blue Comet
385,at the airport.,6,20,The Blue Comet
386,Anthony.,6,20,The Blue Comet
387,So what do you clear,6,20,The Blue Comet
388,a year around here?,6,20,The Blue Comet
389,"I don't mean to pry, you know,",6,20,The Blue Comet
390,just round numbers.,6,20,The Blue Comet
391,I'm asking,6,20,The Blue Comet
392,because Meadow...,6,20,The Blue Comet
393,"well, I told you she's taking",6,20,The Blue Comet
394,pre-med classes...,6,20,The Blue Comet
395,"well, she's not",6,20,The Blue Comet
396,gonna be a doctor.,6,20,The Blue Comet
397,She told us.,6,20,The Blue Comet
398,"It's kind of sad, isn't it?",6,20,The Blue Comet
399,Depends.,6,20,The Blue Comet
400,"It's just a nice thing to be,",6,20,The Blue Comet
401,helping sick babies.,6,20,The Blue Comet
402,Her change of heart,6,20,The Blue Comet
403,bothers you?,6,20,The Blue Comet
404,"Her mother too,",6,20,The Blue Comet
405,much more than me.,6,20,The Blue Comet
406,"I mean,",6,20,The Blue Comet
407,all that worrying...,6,20,The Blue Comet
408,"which private school,",6,20,The Blue Comet
409,"Columbia University,",6,20,The Blue Comet
410,"this and that, and in the end",6,20,The Blue Comet
411,"she'll get married,",6,20,The Blue Comet
412,squeeze out some kids,6,20,The Blue Comet
413,"after what, a couple years",6,20,The Blue Comet
414,in the work force?,6,20,The Blue Comet
415,I'm still working.,6,20,The Blue Comet
416,"Yeah, but you're divorced.",6,20,The Blue Comet
417,"Criminal law,",6,20,The Blue Comet
418,that's what she's taking up.,6,20,The Blue Comet
419,"And I told Carmela,",6,20,The Blue Comet
420,it's not the end of the world.,6,20,The Blue Comet
421,She's interested,6,20,The Blue Comet
422,In civil rights...,6,20,The Blue Comet
423,Muslims and blacks,6,20,The Blue Comet
424,and that and a dime.,6,20,The Blue Comet
425,"Hopefully, she'll wind up",6,20,The Blue Comet
426,at a big firm...,6,20,The Blue Comet
427,white-collar crime.,6,20,The Blue Comet
428,"Just, you know,",6,20,The Blue Comet
429,Dr. Soprano.,6,20,The Blue Comet
430,Sounds nice.,6,20,The Blue Comet
431,Your parents must,6,20,The Blue Comet
432,have been very proud.,6,20,The Blue Comet
433,I think so.,6,20,The Blue Comet
434,Look at all the people,6,20,The Blue Comet
435,like me you've helped.,6,20,The Blue Comet
436,With all the human suffering,6,20,The Blue Comet
437,"in this world,",6,20,The Blue Comet
438,you've done,6,20,The Blue Comet
439,something important...,6,20,The Blue Comet
440,Like those people,6,20,The Blue Comet
441,who are trying to help my son.,6,20,The Blue Comet
442,God bless 'em.,6,20,The Blue Comet
443,"$2,000 a day in that place,",6,20,The Blue Comet
444,but if it helps...,6,20,The Blue Comet
445,"and as you know,",6,20,The Blue Comet
446,my plumbers' union insurance,6,20,The Blue Comet
447,only covers 10% of mental.,6,20,The Blue Comet
448,He's really hurting...,6,20,The Blue Comet
449,A.J.,6,20,The Blue Comet
450,And you?,6,20,The Blue Comet
451,"Although, maybe,",6,20,The Blue Comet
452,you know...,6,20,The Blue Comet
453,you know what? Forget his hurts.,6,20,The Blue Comet
454,Maybe I should have just...,6,20,The Blue Comet
455,Put your shoe up his ass?,6,20,The Blue Comet
456,"Yeah yeah, frankly.",6,20,The Blue Comet
457,"Well, we talked about this.",6,20,The Blue Comet
458,Untalked about it.,6,20,The Blue Comet
459,Huh?,6,20,The Blue Comet
460,"Anyway, Carmela...",6,20,The Blue Comet
461,Mollycoddled him.,6,20,The Blue Comet
462,My old man...,6,20,The Blue Comet
463,Are you a shining example,6,20,The Blue Comet
464,for the huge collection,6,20,The Blue Comet
465,of wingtips and loafers,6,20,The Blue Comet
466,that must be lodged up,6,20,The Blue Comet
467,your lower bowel?,6,20,The Blue Comet
468,What's the matter with you?,6,20,The Blue Comet
469,Is it because l said,6,20,The Blue Comet
470,that about being divorced?,6,20,The Blue Comet
471,You were saying.,6,20,The Blue Comet
472,He's my only son.,6,20,The Blue Comet
473,He's young. Most of the time,6,20,The Blue Comet
474,they pull out of this.,6,20,The Blue Comet
475,But l've been depressed for years.,6,20,The Blue Comet
476,What if he don't pull out?,6,20,The Blue Comet
477,So the boy who never cared,6,20,The Blue Comet
478,about anything,6,20,The Blue Comet
479,now cares about too much.,6,20,The Blue Comet
480,"Yeah, I guess.",6,20,The Blue Comet
481,"And the daughter,",6,20,The Blue Comet
482,"like all females,",6,20,The Blue Comet
483,ultimately somehow disappoints.,6,20,The Blue Comet
484,I didn't say that.,6,20,The Blue Comet
485,Oh.,6,20,The Blue Comet
486,What's with the tone?,6,20,The Blue Comet
487,You sound like you're glad,6,20,The Blue Comet
488,I'm taking it on the chin.,6,20,The Blue Comet
489,Maybe you're projecting,6,20,The Blue Comet
490,hostile feelings.,6,20,The Blue Comet
491,Bullshit.,6,20,The Blue Comet
492,"If we had instant replay,",6,20,The Blue Comet
493,you'd see it in two seconds.,6,20,The Blue Comet
494,"Well, we don't have",6,20,The Blue Comet
495,instant replay.,6,20,The Blue Comet
496,"I know that. Jesus Christ,",6,20,The Blue Comet
497,you sound like my fucking wife.,6,20,The Blue Comet
498,"Your ""fucking wife.""",6,20,The Blue Comet
499,You know what l mean.,6,20,The Blue Comet
500,"The ""Departures""",6,20,The Blue Comet
501,"magazine out there,",6,20,The Blue Comet
502,did you give any thought at all,6,20,The Blue Comet
503,to someone else,6,20,The Blue Comet
504,who might wanna read it,6,20,The Blue Comet
505,before you tore out the entire page?,6,20,The Blue Comet
506,What?,6,20,The Blue Comet
507,It's not the first time,6,20,The Blue Comet
508,you've defaced my reading materials.,6,20,The Blue Comet
509,"You saw that, huh?",6,20,The Blue Comet
510,People tear shit out,6,20,The Blue Comet
511,of your magazines all the time.,6,20,The Blue Comet
512,They're a mess.,6,20,The Blue Comet
513,I try to read 'em.,6,20,The Blue Comet
514,I don't think I can help you.,6,20,The Blue Comet
515,"Well, change 'em.",6,20,The Blue Comet
516,Bring in some new shit.,6,20,The Blue Comet
517,"I mean, therapeutically.",6,20,The Blue Comet
518,What are you talking about?,6,20,The Blue Comet
519,I've only missed three appointments,6,20,The Blue Comet
520,since we had that heart-to-heart.,6,20,The Blue Comet
521,The new big thing,6,20,The Blue Comet
522,these days is called,6,20,The Blue Comet
523,"""psychodynamic therapy""",6,20,The Blue Comet
524,combined with Anafranil.,6,20,The Blue Comet
525,Who?,6,20,The Blue Comet
526,A medication.,6,20,The Blue Comet
527,There's a doctor in Bloomfield,6,20,The Blue Comet
528,you could see.,6,20,The Blue Comet
529,"Whoa whoa whoa whoa, okay.",6,20,The Blue Comet
530,Now what the fuck is this?,6,20,The Blue Comet
531,You're firing me,6,20,The Blue Comet
532,'cause I defaced,6,20,The Blue Comet
533,"your ""Departures"" magazine?",6,20,The Blue Comet
534,I'm giving you my considered,6,20,The Blue Comet
535,medical opinion.,6,20,The Blue Comet
536,"Okay, l should have asked you",6,20,The Blue Comet
537,for the steak recipe.,6,20,The Blue Comet
538,"And missing sessions, unfortunately,",6,20,The Blue Comet
539,is part of my condition.,6,20,The Blue Comet
540,What do you know,6,20,The Blue Comet
541,about your condition?,6,20,The Blue Comet
542,You miss appointments because,6,20,The Blue Comet
543,you don't give a shit,6,20,The Blue Comet
544,"about commitments,",6,20,The Blue Comet
545,"about what l do,",6,20,The Blue Comet
546,about the body of work,6,20,The Blue Comet
547,that's gone into,6,20,The Blue Comet
548,building up this science.,6,20,The Blue Comet
549,"Go ahead, tell me again",6,20,The Blue Comet
550,I sound like your wife.,6,20,The Blue Comet
551,"Well, if the shoe fits...",6,20,The Blue Comet
552,We're making progress.,6,20,The Blue Comet
553,It's been seven years.,6,20,The Blue Comet
554,Do you want some names?,6,20,The Blue Comet
555,"Okay, listen, I'm gonna tell",6,20,The Blue Comet
556,you something,6,20,The Blue Comet
557,"and you're not gonna like it,",6,20,The Blue Comet
558,but we can say anything,6,20,The Blue Comet
559,"in here, right?",6,20,The Blue Comet
560,Go ahead!,6,20,The Blue Comet
561,I'm chalking this all up,6,20,The Blue Comet
562,to female menopausal,6,20,The Blue Comet
563,situations.,6,20,The Blue Comet
564,You're not my gynecologist.,6,20,The Blue Comet
565,"Well, you don't need a gynecologist",6,20,The Blue Comet
566,to know which way the wind blows.,6,20,The Blue Comet
567,"So wait a minute,",6,20,The Blue Comet
568,you're telling me,6,20,The Blue Comet
569,"after all this time,",6,20,The Blue Comet
570,after everything,6,20,The Blue Comet
571,"we shared in here,",6,20,The Blue Comet
572,you're cutting me loose,6,20,The Blue Comet
573,just as my son got out of the hospital,6,20,The Blue Comet
574,for trying to kill himself?,6,20,The Blue Comet
575,"Since you are in crisis,",6,20,The Blue Comet
576,I don't want to waste,6,20,The Blue Comet
577,your time.,6,20,The Blue Comet
578,I'm gonna be fucking honest.,6,20,The Blue Comet
579,"As a doctor,",6,20,The Blue Comet
580,I think what you're,6,20,The Blue Comet
581,doing is immoral.,6,20,The Blue Comet
582,Yes.,6,20,The Blue Comet
583,D.H.L.,6,20,The Blue Comet
584,"Package-a,",6,20,The Blue Comet
585,D.H.L. Express,6,20,The Blue Comet
586,for Mr. Philip.,6,20,The Blue Comet
587,For sign.,6,20,The Blue Comet
588,Yeah.,6,20,The Blue Comet
589,Yeah.,6,20,The Blue Comet
590,It's done.,6,20,The Blue Comet
591,I think the love interest,6,20,The Blue Comet
592,"got in the way, though.",6,20,The Blue Comet
593,Couldn't be helped apparently.,6,20,The Blue Comet
594,You ever see Phil,6,20,The Blue Comet
595,with the goomar?,6,20,The Blue Comet
596,Once maybe.,6,20,The Blue Comet
597,Why?,6,20,The Blue Comet
598,Could he talk to her,6,20,The Blue Comet
599,in Ukrainian?,6,20,The Blue Comet
600,Ukrainian?,6,20,The Blue Comet
601,The fuck do I know?,6,20,The Blue Comet
602,I gotta go.,6,20,The Blue Comet
603,"Paulie, it's done.",6,20,The Blue Comet
604,"Listen, I...",6,20,The Blue Comet
605,I quit therapy.,6,20,The Blue Comet
606,And this time,6,20,The Blue Comet
607,I'm never going back.,6,20,The Blue Comet
608,Except for that slight,6,20,The Blue Comet
609,"improvement around the shooting,",6,20,The Blue Comet
610,she wasn't doing you,6,20,The Blue Comet
611,much good anyway.,6,20,The Blue Comet
612,Here we go.,6,20,The Blue Comet
613,"Hi, strangers, how are you?",6,20,The Blue Comet
614,How are you?,6,20,The Blue Comet
615,"Good, not bad.",6,20,The Blue Comet
616,Good good.,6,20,The Blue Comet
617,There they are.,6,20,The Blue Comet
618,So Mead' was in here,6,20,The Blue Comet
619,With Patrick Parisi.,6,20,The Blue Comet
620,Yeah.,6,20,The Blue Comet
621,We are very happy.,6,20,The Blue Comet
622,Very happy.,6,20,The Blue Comet
623,Is it true what she said?,6,20,The Blue Comet
624,She's quitting pre-med?,6,20,The Blue Comet
625,"Yes, thank God.",6,20,The Blue Comet
626,We are so relieved.,6,20,The Blue Comet
627,"You know, with AlDS and...",6,20,The Blue Comet
628,It's not just that.,6,20,The Blue Comet
629,I don't know one doctor,6,20,The Blue Comet
630,who is advising his children,6,20,The Blue Comet
631,to go into medicine.,6,20,The Blue Comet
632,Between the insurance companies,6,20,The Blue Comet
633,"over their shoulder,",6,20,The Blue Comet
634,the hospitals,6,20,The Blue Comet
635,are making cutbacks...,6,20,The Blue Comet
636,She'd have been good,6,20,The Blue Comet
637,"at it, though, Mead'.",6,20,The Blue Comet
638,Always intellectually,6,20,The Blue Comet
639,"curious, even as a tyke.",6,20,The Blue Comet
640,But does compassion,6,20,The Blue Comet
641,come naturally to her?,6,20,The Blue Comet
642,Patience?,6,20,The Blue Comet
643,I'm not so sure.,6,20,The Blue Comet
644,What are you talking about?,6,20,The Blue Comet
645,So what is she gonna do now?,6,20,The Blue Comet
646,Well...,6,20,The Blue Comet
647,Law.,6,20,The Blue Comet
648,Oh!,6,20,The Blue Comet
649,Constitutional law.,6,20,The Blue Comet
650,Oh!,6,20,The Blue Comet
651,"Oh, wow.",6,20,The Blue Comet
652,What about A.J.?,6,20,The Blue Comet
653,How's he doing?,6,20,The Blue Comet
654,He's good. He's good.,6,20,The Blue Comet
655,Good.,6,20,The Blue Comet
656,"Ton', you know",6,20,The Blue Comet
657,who's in tonight?,6,20,The Blue Comet
658,"""Mangenius.""",6,20,The Blue Comet
659,"He's the jets coach, sweetie.",6,20,The Blue Comet
660,I should go say hello.,6,20,The Blue Comet
661,Okay.,6,20,The Blue Comet
662,So Mead' and Patrick Parisi?,6,20,The Blue Comet
663,"Little awkward though, maybe.",6,20,The Blue Comet
664,Patsy still works for Tony.,6,20,The Blue Comet
665,He's an underling.,6,20,The Blue Comet
666,"Cupid's dart lands, you know?",6,20,The Blue Comet
667,I'm gonna send some,6,20,The Blue Comet
668,limoncellos over in celebration.,6,20,The Blue Comet
669,Great.,6,20,The Blue Comet
670,You don't answer,6,20,The Blue Comet
671,your fucking phone?,6,20,The Blue Comet
672,I tried you 50 times last night.,6,20,The Blue Comet
673,"Nah, we shut 'em off.",6,20,The Blue Comet
674,Gab came down,6,20,The Blue Comet
675,with a terrible case of food poisoning.,6,20,The Blue Comet
676,You can pass the word upstairs.,6,20,The Blue Comet
677,The gray goose is gone.,6,20,The Blue Comet
678,Good.,6,20,The Blue Comet
679,"Apparently, the goomar had",6,20,The Blue Comet
680,to be taken out too.,6,20,The Blue Comet
681,"But l say, who gives a fuck?",6,20,The Blue Comet
682,Remember that drunken fucking scene,6,20,The Blue Comet
683,"she caused at the ""Jersey Boys"" party?",6,20,The Blue Comet
684,I actually felt bad for Phil.,6,20,The Blue Comet
685,What's the matter?,6,20,The Blue Comet
686,Whenever I think,6,20,The Blue Comet
687,"of that fucking play,",6,20,The Blue Comet
688,I picture Ma dying alone,6,20,The Blue Comet
689,like a dog on that bus.,6,20,The Blue Comet
690,You're gonna make someone happy,6,20,The Blue Comet
691,with this news today.,6,20,The Blue Comet
692,Think l'll ask,6,20,The Blue Comet
693,for some time off.,6,20,The Blue Comet
694,"Hey, who does this",6,20,The Blue Comet
695,look like? Look.,6,20,The Blue Comet
696,Don't cry. Good little,6,20,The Blue Comet
697,girls don't cry. Babies cry.,6,20,The Blue Comet
698,Hey.,6,20,The Blue Comet
699,How's it going?,6,20,The Blue Comet
700,Good.,6,20,The Blue Comet
701,Have my card game.,6,20,The Blue Comet
702,Carm volunteered to take Nica.,6,20,The Blue Comet
703,"Emptying the pool, huh?",6,20,The Blue Comet
704,Cost a fortune to heat.,6,20,The Blue Comet
705,Yeah.,6,20,The Blue Comet
706,What can I do you for?,6,20,The Blue Comet
707,Had a call from Mario Diaco.,6,20,The Blue Comet
708,Who's that?,6,20,The Blue Comet
709,"Uncle Jun's accountant,",6,20,The Blue Comet
710,"The one with the artificial voice box,",6,20,The Blue Comet
711,says he's been trying to reach you,6,20,The Blue Comet
712,for two weeks.,6,20,The Blue Comet
713,Uncle Jun's finally,6,20,The Blue Comet
714,out of money.,6,20,The Blue Comet
715,They think that maybe,6,20,The Blue Comet
716,"there's some squirreled around,",6,20,The Blue Comet
717,but he can't remember.,6,20,The Blue Comet
718,"It's a fucking sin, isn't it?",6,20,The Blue Comet
719,"Plus, with the larynx,",6,20,The Blue Comet
720,he thinks Mario's,6,20,The Blue Comet
721,"from outer space, so...",6,20,The Blue Comet
722,The upshot is he can't pay,6,20,The Blue Comet
723,for living at Wycoff,6,20,The Blue Comet
724,"Psychiatric anymore,",6,20,The Blue Comet
725,and they're gonna move him,6,20,The Blue Comet
726,to a state facility.,6,20,The Blue Comet
727,"I know, Tony,",6,20,The Blue Comet
728,"but Jesus, those fucking",6,20,The Blue Comet
729,places are snake pits.,6,20,The Blue Comet
730,Then he'll make,6,20,The Blue Comet
731,some new friends.,6,20,The Blue Comet
732,I understand.,6,20,The Blue Comet
733,You gonna bail him out?,6,20,The Blue Comet
734,We don't have that kind of money.,6,20,The Blue Comet
735,We'd contribute.,6,20,The Blue Comet
736,Bobby feels...,6,20,The Blue Comet
737,you know.,6,20,The Blue Comet
738,Right.,6,20,The Blue Comet
739,You got a lot of balls,6,20,The Blue Comet
740,coming to me.,6,20,The Blue Comet
741,"And as for your husband,",6,20,The Blue Comet
742,"Janice,",6,20,The Blue Comet
743,"""Exile on Main Street.""",6,20,The Blue Comet
744,Don't say that.,6,20,The Blue Comet
745,"You trust a guy,",6,20,The Blue Comet
746,you bring him along,6,20,The Blue Comet
747,and for what?,6,20,The Blue Comet
748,He feels sorry for Junior?,6,20,The Blue Comet
749,Bullshit.,6,20,The Blue Comet
750,"Ton', it's bad news.",6,20,The Blue Comet
751,Paulie said he wants,6,20,The Blue Comet
752,"it known it's on him,",6,20,The Blue Comet
753,"he takes full responsibility,",6,20,The Blue Comet
754,but that he didn't do nothing.,6,20,The Blue Comet
755,Shit.,6,20,The Blue Comet
756,"Yeah, nobody,",6,20,The Blue Comet
757,"I mean nobody,",6,20,The Blue Comet
758,"knows where the fuck Phil is,",6,20,The Blue Comet
759,"four, five days now.",6,20,The Blue Comet
760,So we never really had,6,20,The Blue Comet
761,a shot at him.,6,20,The Blue Comet
762,How about the house in Florida?,6,20,The Blue Comet
763,I had Beans send somebody past.,6,20,The Blue Comet
764,The house is all shuttered up.,6,20,The Blue Comet
765,"He put everything in place,",6,20,The Blue Comet
766,his moves on us.,6,20,The Blue Comet
767,"He goes into hiding,",6,20,The Blue Comet
768,waits it out.,6,20,The Blue Comet
769,"Going to ground, they call it.",6,20,The Blue Comet
770,Who?,6,20,The Blue Comet
771,It's an expression.,6,20,The Blue Comet
772,Who knows what the fuck,6,20,The Blue Comet
773,he's got planned exactly.,6,20,The Blue Comet
774,You get word to everybody:,6,20,The Blue Comet
775,"Eyes in the back of your head,",6,20,The Blue Comet
776,"break routines, collections,",6,20,The Blue Comet
777,all that shit.,6,20,The Blue Comet
778,You tell everybody.,6,20,The Blue Comet
779,Got it.,6,20,The Blue Comet
780,"In the meantime, we keep trying.",6,20,The Blue Comet
781,Get a 20 on Phil.,6,20,The Blue Comet
782,Beautiful.,6,20,The Blue Comet
783,You never see a Blue Comet,6,20,The Blue Comet
784,in that condition.,6,20,The Blue Comet
785,"I mean, look at the coaches.",6,20,The Blue Comet
786,Every window still lights up.,6,20,The Blue Comet
787,If that train still ran,6,20,The Blue Comet
